Steven Spielberg,Horizonte Final 74,Documental,2016,177
Ridley Scott,En la Sombra 73,Acción,1990,90
James Cameron,El Regreso 42,Documental,1953,101
Ridley Scott,Horizonte Final 62,Comedia,2003,146
Steven Spielberg,Secretos Oscuros 44,Documental,1992,150
Christopher Nolan,Secretos Oscuros 73,Ciencia Ficción,1989,134
David Fincher,En la Sombra 41,Romance,2012,94
Alfred Hitchcock,Misión Imposible 16,Comedia,1956,163
Alfred Hitchcock,Guerra de Mundos 11,Comedia,2010,102
Alfred Hitchcock,Sueños de Libertad 50,Comedia,2023,138
Martin Scorsese,El Regreso 23,Documental,1988,121
Ridley Scott,El Misterio 55,Comedia,1992,134
Alfred Hitchcock,Guerra de Mundos 91,Fantasía,1992,132
Tim Burton,Secretos Oscuros 53,Fantasía,2004,114
Christopher Nolan,Guerra de Mundos 20,Fantasía,2015,146
Christopher Nolan,Secretos Oscuros 90,Aventura,1965,122
Martin Scorsese,Secretos Oscuros 89,Terror,1977,144
Ridley Scott,El Misterio 44,Comedia,1951,150
David Fincher,Secretos Oscuros 92,Ciencia Ficción,2020,160
Ridley Scott,Horizonte Final 17,Romance,2014,161
Tim Burton,Sueños de Libertad 43,Fantasía,1983,133
David Fincher,Más Allá del Tiempo 70,Comedia,1997,109
James Cameron,Guerra de Mundos 4,Terror,2015,94
David Fincher,Más Allá del Tiempo 83,Terror,2001,84
Christopher Nolan,Guerra de Mundos 26,Romance,1991,98
Martin Scorsese,Más Allá del Tiempo 10,Ciencia Ficción,2022,91
Steven Spielberg,La Aventura Perdida 75,Fantasía,1993,105
James Cameron,Más Allá del Tiempo 94,Acción,2002,92
James Cameron,Sueños de Libertad 10,Aventura,1976,136
Tim Burton,El Regreso 79,Aventura,2018,133
Alfred Hitchcock,Horizonte Final 24,Terror,1960,132
Stanley Kubrick,La Aventura Perdida 90,Suspenso,2005,95
David Fincher,Guerra de Mundos 16,Romance,1987,139
James Cameron,En la Sombra 72,Terror,2000,95
Martin Scorsese,Misión Imposible 28,Ciencia Ficción,1983,112
Christopher Nolan,Sueños de Libertad 84,Drama,1975,85
Alfred Hitchcock,Más Allá del Tiempo 98,Drama,1984,157
Alfred Hitchcock,En la Sombra 71,Acción,1964,129
Steven Spielberg,Guerra de Mundos 35,Suspenso,2022,143
Ridley Scott,La Aventura Perdida 67,Documental,1986,117
Ridley Scott,La Aventura Perdida 15,Ciencia Ficción,1960,154
Alfred Hitchcock,La Aventura Perdida 84,Fantasía,2014,91
Christopher Nolan,Sueños de Libertad 18,Suspenso,2018,170
Alfred Hitchcock,El Regreso 34,Ciencia Ficción,1986,166
Christopher Nolan,La Aventura Perdida 62,Ciencia Ficción,1959,104
Stanley Kubrick,Guerra de Mundos 76,Fantasía,1968,157
Quentin Tarantino,Más Allá del Tiempo 89,Suspenso,2002,162
Tim Burton,El Misterio 57,Drama,1989,94
Stanley Kubrick,Guerra de Mundos 9,Aventura,1968,109
Alfred Hitchcock,El Misterio 45,Ciencia Ficción,1955,128
David Fincher,Secretos Oscuros 15,Comedia,1950,158
Steven Spielberg,Guerra de Mundos 100,Documental,2016,101
David Fincher,Horizonte Final 67,Romance,1990,82
Quentin Tarantino,Más Allá del Tiempo 59,Suspenso,1991,178
Tim Burton,Más Allá del Tiempo 16,Documental,2012,131
Martin Scorsese,El Regreso 93,Romance,1983,127
Alfred Hitchcock,En la Sombra 7,Comedia,2022,129
Quentin Tarantino,Más Allá del Tiempo 46,Fantasía,2014,173
Martin Scorsese,Más Allá del Tiempo 91,Comedia,2013,84
Quentin Tarantino,La Aventura Perdida 40,Aventura,2007,116
Steven Spielberg,Misión Imposible 52,Ciencia Ficción,2001,97
David Fincher,Secretos Oscuros 54,Drama,1958,161
Steven Spielberg,La Aventura Perdida 3,Romance,1966,164
Martin Scorsese,El Regreso 24,Fantasía,1967,114
Ridley Scott,El Misterio 11,Documental,1990,172
Quentin Tarantino,La Aventura Perdida 26,Terror,1962,121
Ridley Scott,Horizonte Final 22,Suspenso,1959,117
Tim Burton,El Misterio 24,Romance,1984,118
Tim Burton,Misión Imposible 49,Acción,1959,173
Christopher Nolan,Horizonte Final 66,Terror,1980,134
David Fincher,Secretos Oscuros 43,Drama,2022,88
Ridley Scott,El Regreso 73,Acción,1955,88
Christopher Nolan,En la Sombra 56,Acción,1980,115
Christopher Nolan,En la Sombra 95,Fantasía,2015,99
Quentin Tarantino,La Aventura Perdida 27,Ciencia Ficción,2012,154
Tim Burton,En la Sombra 63,Terror,1969,113
Steven Spielberg,La Aventura Perdida 18,Romance,1961,139
Martin Scorsese,Misión Imposible 84,Fantasía,1966,163
Christopher Nolan,Horizonte Final 52,Fantasía,1969,105
Steven Spielberg,Misión Imposible 93,Fantasía,2009,164
James Cameron,La Aventura Perdida 87,Romance,2013,176
Tim Burton,Sueños de Libertad 34,Comedia,1997,114
Steven Spielberg,El Regreso 42,Acción,1973,149
Alfred Hitchcock,Horizonte Final 59,Romance,1977,101
David Fincher,La Aventura Perdida 78,Comedia,1959,112
Stanley Kubrick,El Regreso 79,Acción,1966,92
Martin Scorsese,El Misterio 62,Comedia,1974,144
Christopher Nolan,Misión Imposible 29,Acción,1967,109
Stanley Kubrick,Secretos Oscuros 47,Romance,1988,147
Alfred Hitchcock,La Aventura Perdida 69,Ciencia Ficción,1961,171
Stanley Kubrick,Más Allá del Tiempo 100,Drama,1982,150
James Cameron,Guerra de Mundos 64,Aventura,1970,83
James Cameron,El Misterio 24,Drama,2008,137
Ridley Scott,Sueños de Libertad 56,Aventura,2020,101
James Cameron,El Misterio 71,Terror,2019,124
Steven Spielberg,Guerra de Mundos 6,Terror,1987,125
David Fincher,La Aventura Perdida 32,Suspenso,2010,160
Quentin Tarantino,El Regreso 81,Romance,2014,156
Ridley Scott,Horizonte Final 68,Aventura,1959,176
James Cameron,Guerra de Mundos 49,Romance,2021,115
Steven Spielberg,Misión Imposible 93,Suspenso,1963,99
Christopher Nolan,Secretos Oscuros 58,Romance,1965,129
Martin Scorsese,Horizonte Final 22,Suspenso,2020,89
David Fincher,La Aventura Perdida 36,Romance,1979,122
James Cameron,Misión Imposible 62,Terror,1974,83
Stanley Kubrick,Más Allá del Tiempo 38,Acción,1973,109
Martin Scorsese,Misión Imposible 54,Romance,1995,151
Ridley Scott,Secretos Oscuros 39,Suspenso,1960,138
Quentin Tarantino,En la Sombra 15,Aventura,1951,82
Christopher Nolan,Secretos Oscuros 19,Documental,2009,176
Martin Scorsese,Guerra de Mundos 31,Terror,1960,119
Stanley Kubrick,Guerra de Mundos 94,Aventura,1983,114
Martin Scorsese,El Misterio 30,Drama,2011,81
David Fincher,Misión Imposible 64,Terror,2016,153
Christopher Nolan,Horizonte Final 59,Terror,1953,122
Steven Spielberg,Misión Imposible 33,Drama,1987,117
James Cameron,Más Allá del Tiempo 45,Ciencia Ficción,1998,169
Ridley Scott,El Misterio 55,Suspenso,1963,171
Christopher Nolan,El Regreso 99,Drama,2010,160
Ridley Scott,Misión Imposible 98,Fantasía,1968,92
James Cameron,La Aventura Perdida 34,Documental,2006,128
Quentin Tarantino,El Misterio 71,Romance,1996,179
Stanley Kubrick,En la Sombra 93,Romance,1998,104
Steven Spielberg,Horizonte Final 75,Comedia,1951,91
Ridley Scott,Guerra de Mundos 98,Acción,2002,129
Quentin Tarantino,El Misterio 47,Comedia,2008,109
Ridley Scott,Misión Imposible 4,Terror,1961,84
Stanley Kubrick,Misión Imposible 57,Romance,2016,93
David Fincher,Sueños de Libertad 89,Ciencia Ficción,2006,119
Stanley Kubrick,Misión Imposible 42,Fantasía,2005,91
Ridley Scott,En la Sombra 17,Ciencia Ficción,2001,131
Tim Burton,Guerra de Mundos 100,Terror,1974,101
Tim Burton,El Regreso 37,Documental,1950,128
Martin Scorsese,Misión Imposible 83,Suspenso,1956,93
Stanley Kubrick,Horizonte Final 64,Drama,1976,157
Alfred Hitchcock,En la Sombra 39,Drama,1975,107
Stanley Kubrick,Misión Imposible 73,Ciencia Ficción,1953,131
Martin Scorsese,Secretos Oscuros 44,Romance,2017,149
Christopher Nolan,La Aventura Perdida 71,Documental,1989,118
Christopher Nolan,Más Allá del Tiempo 86,Documental,1972,109
Martin Scorsese,Guerra de Mundos 72,Suspenso,1985,167
James Cameron,El Misterio 51,Drama,1984,87
Quentin Tarantino,El Misterio 64,Ciencia Ficción,2016,92
David Fincher,Guerra de Mundos 8,Aventura,2021,133
Martin Scorsese,Sueños de Libertad 69,Documental,2019,115
Christopher Nolan,En la Sombra 84,Documental,1982,153
Martin Scorsese,El Misterio 46,Romance,1986,83
Martin Scorsese,Guerra de Mundos 91,Comedia,1977,169
Ridley Scott,En la Sombra 20,Aventura,2011,136
Ridley Scott,En la Sombra 53,Ciencia Ficción,1958,171
Ridley Scott,Misión Imposible 58,Acción,2008,102
Stanley Kubrick,Misión Imposible 17,Romance,1988,121
Quentin Tarantino,El Misterio 49,Suspenso,1952,86
Alfred Hitchcock,El Regreso 55,Romance,2000,83
Ridley Scott,Sueños de Libertad 64,Terror,1987,145
Alfred Hitchcock,El Regreso 91,Aventura,1986,136
James Cameron,Más Allá del Tiempo 99,Aventura,1968,144
Stanley Kubrick,Sueños de Libertad 33,Drama,2019,162
Stanley Kubrick,Sueños de Libertad 49,Terror,1962,143
Tim Burton,El Regreso 53,Aventura,1981,137
Steven Spielberg,La Aventura Perdida 66,Comedia,1964,165
Tim Burton,En la Sombra 57,Acción,1984,123
Quentin Tarantino,Sueños de Libertad 98,Fantasía,1979,147
Quentin Tarantino,La Aventura Perdida 22,Documental,1995,97
Ridley Scott,Secretos Oscuros 77,Ciencia Ficción,1960,129
Steven Spielberg,Horizonte Final 5,Ciencia Ficción,1963,143
Steven Spielberg,La Aventura Perdida 41,Terror,1984,167
James Cameron,Horizonte Final 19,Romance,1965,132
James Cameron,Más Allá del Tiempo 12,Documental,1987,86
James Cameron,Secretos Oscuros 4,Suspenso,1961,152
Stanley Kubrick,Sueños de Libertad 82,Suspenso,2010,100
James Cameron,Misión Imposible 62,Terror,2010,168
Stanley Kubrick,Más Allá del Tiempo 69,Drama,1988,94
Martin Scorsese,Misión Imposible 82,Aventura,1993,103
Quentin Tarantino,Sueños de Libertad 9,Documental,2013,170
Tim Burton,Sueños de Libertad 40,Ciencia Ficción,2014,149
David Fincher,La Aventura Perdida 60,Terror,2002,114
Tim Burton,Guerra de Mundos 57,Fantasía,1984,135
James Cameron,En la Sombra 94,Fantasía,2012,117
Ridley Scott,Más Allá del Tiempo 37,Ciencia Ficción,2005,150
Tim Burton,El Regreso 71,Documental,1990,127
Quentin Tarantino,El Regreso 39,Acción,1963,116
Quentin Tarantino,Sueños de Libertad 10,Acción,1974,173
Martin Scorsese,Horizonte Final 14,Terror,2021,95
Tim Burton,Más Allá del Tiempo 51,Terror,1989,112
Steven Spielberg,Guerra de Mundos 73,Terror,2000,117
Quentin Tarantino,Misión Imposible 50,Drama,2022,94
Ridley Scott,Secretos Oscuros 1,Terror,1963,114
Tim Burton,El Misterio 57,Romance,1989,103
Steven Spielberg,Guerra de Mundos 54,Documental,2007,160
Martin Scorsese,En la Sombra 1,Ciencia Ficción,1973,91
Christopher Nolan,Secretos Oscuros 48,Acción,1951,177
James Cameron,Sueños de Libertad 31,Suspenso,1964,107
Tim Burton,El Regreso 90,Documental,2007,82
Martin Scorsese,En la Sombra 40,Comedia,2001,88
James Cameron,Misión Imposible 15,Terror,1952,97
Stanley Kubrick,Horizonte Final 82,Romance,2017,106
Tim Burton,Horizonte Final 39,Comedia,2009,108
Alfred Hitchcock,Más Allá del Tiempo 81,Fantasía,2001,82
Ridley Scott,Misión Imposible 65,Comedia,1967,95
David Fincher,Misión Imposible 82,Terror,1982,106
Christopher Nolan,Guerra de Mundos 10,Aventura,1984,132
Alfred Hitchcock,El Misterio 68,Romance,1986,151
Alfred Hitchcock,La Aventura Perdida 41,Documental,1951,121
Stanley Kubrick,Secretos Oscuros 92,Aventura,1976,153
Steven Spielberg,Guerra de Mundos 27,Fantasía,1977,133
Steven Spielberg,El Regreso 70,Fantasía,1997,94
Ridley Scott,Más Allá del Tiempo 51,Aventura,1956,94
Tim Burton,Secretos Oscuros 9,Terror,1998,145
Steven Spielberg,Más Allá del Tiempo 78,Acción,2000,137
David Fincher,Misión Imposible 6,Aventura,2018,98
Stanley Kubrick,Sueños de Libertad 89,Fantasía,1969,117
Quentin Tarantino,El Regreso 12,Documental,1962,137
Alfred Hitchcock,Horizonte Final 88,Terror,2021,143
Tim Burton,Secretos Oscuros 77,Acción,1989,114
Tim Burton,Horizonte Final 50,Drama,2010,91
Tim Burton,Misión Imposible 38,Acción,2002,87
Steven Spielberg,La Aventura Perdida 41,Romance,1990,83
Steven Spielberg,Misión Imposible 51,Comedia,2008,135
Christopher Nolan,Guerra de Mundos 62,Romance,1993,153
Tim Burton,Misión Imposible 54,Comedia,1996,122
Ridley Scott,La Aventura Perdida 84,Fantasía,1978,135
Stanley Kubrick,Misión Imposible 45,Comedia,2018,161
Alfred Hitchcock,El Misterio 90,Drama,2005,155
James Cameron,El Regreso 78,Ciencia Ficción,1980,128
Quentin Tarantino,Guerra de Mundos 55,Drama,2023,101
Quentin Tarantino,Misión Imposible 25,Romance,1963,154
Christopher Nolan,El Misterio 77,Terror,1995,174
Ridley Scott,Sueños de Libertad 4,Documental,2014,131
Alfred Hitchcock,Misión Imposible 87,Comedia,1977,101
Steven Spielberg,Horizonte Final 47,Romance,1987,145
David Fincher,Guerra de Mundos 77,Fantasía,1963,86
Stanley Kubrick,Horizonte Final 40,Acción,1966,118
James Cameron,El Misterio 85,Documental,1967,96
Stanley Kubrick,Misión Imposible 85,Drama,1963,127
Alfred Hitchcock,El Regreso 45,Acción,1997,111
Tim Burton,Secretos Oscuros 32,Drama,2014,114
Christopher Nolan,Guerra de Mundos 50,Romance,2005,104
Quentin Tarantino,Horizonte Final 97,Comedia,2018,141
Ridley Scott,Sueños de Libertad 66,Acción,1953,115
Stanley Kubrick,El Misterio 55,Drama,1968,141
Quentin Tarantino,El Misterio 40,Documental,1955,113
Stanley Kubrick,Horizonte Final 31,Acción,1968,87
David Fincher,El Misterio 21,Terror,1999,120
David Fincher,La Aventura Perdida 82,Comedia,1950,143
Alfred Hitchcock,Misión Imposible 79,Aventura,2017,167
Quentin Tarantino,Horizonte Final 13,Drama,2018,84
Stanley Kubrick,Horizonte Final 58,Acción,1979,114
Martin Scorsese,En la Sombra 41,Terror,1965,105
Quentin Tarantino,Horizonte Final 44,Documental,1960,94
David Fincher,El Regreso 82,Suspenso,1951,156
Quentin Tarantino,Sueños de Libertad 19,Terror,1951,173
Stanley Kubrick,Misión Imposible 77,Fantasía,1977,83
James Cameron,Horizonte Final 97,Acción,1967,130
James Cameron,Sueños de Libertad 33,Acción,2020,158
Quentin Tarantino,En la Sombra 72,Drama,2011,82
Tim Burton,Guerra de Mundos 23,Aventura,2004,80
Martin Scorsese,El Misterio 94,Ciencia Ficción,1961,123
Alfred Hitchcock,El Misterio 96,Drama,1971,90
Christopher Nolan,Sueños de Libertad 75,Aventura,2010,170
Martin Scorsese,En la Sombra 72,Terror,1958,160
James Cameron,En la Sombra 12,Drama,1997,118
Steven Spielberg,El Misterio 7,Drama,1969,97
Alfred Hitchcock,En la Sombra 45,Acción,1992,145
Martin Scorsese,El Regreso 51,Aventura,1953,169
James Cameron,En la Sombra 17,Drama,1974,158
James Cameron,Más Allá del Tiempo 68,Aventura,1995,172
Alfred Hitchcock,Más Allá del Tiempo 82,Aventura,1992,138
Quentin Tarantino,Sueños de Libertad 48,Suspenso,2004,143
Ridley Scott,Misión Imposible 92,Comedia,1967,168
Martin Scorsese,El Misterio 41,Ciencia Ficción,1969,107
Ridley Scott,Guerra de Mundos 65,Suspenso,1950,91
Martin Scorsese,La Aventura Perdida 75,Fantasía,1972,162
Stanley Kubrick,La Aventura Perdida 73,Drama,1989,152
Alfred Hitchcock,Misión Imposible 44,Aventura,2021,99
David Fincher,El Regreso 24,Terror,1983,98
David Fincher,Más Allá del Tiempo 38,Comedia,2020,87
James Cameron,En la Sombra 80,Fantasía,2009,158
David Fincher,El Misterio 83,Fantasía,1997,87
James Cameron,Horizonte Final 24,Suspenso,2016,105
Ridley Scott,Más Allá del Tiempo 13,Romance,1968,118
James Cameron,Sueños de Libertad 60,Acción,1977,150
Stanley Kubrick,Secretos Oscuros 57,Documental,1980,126
Ridley Scott,El Regreso 17,Fantasía,1974,154
Christopher Nolan,Guerra de Mundos 72,Documental,1956,100
Alfred Hitchcock,La Aventura Perdida 21,Romance,1995,120
Ridley Scott,Misión Imposible 71,Aventura,2004,119
Ridley Scott,Horizonte Final 10,Fantasía,1978,82
Quentin Tarantino,Secretos Oscuros 48,Romance,2021,100
Martin Scorsese,Secretos Oscuros 87,Aventura,1975,164
Christopher Nolan,La Aventura Perdida 98,Ciencia Ficción,1961,140
Ridley Scott,Misión Imposible 67,Terror,2023,95
Alfred Hitchcock,Secretos Oscuros 59,Romance,1959,167
Alfred Hitchcock,La Aventura Perdida 2,Documental,2018,172
Alfred Hitchcock,En la Sombra 75,Documental,2016,175
Stanley Kubrick,Más Allá del Tiempo 58,Terror,1995,102
James Cameron,Más Allá del Tiempo 47,Fantasía,2016,115
Quentin Tarantino,La Aventura Perdida 37,Comedia,1971,95
Quentin Tarantino,En la Sombra 53,Suspenso,1963,113
Alfred Hitchcock,La Aventura Perdida 29,Terror,2011,84
Quentin Tarantino,Más Allá del Tiempo 66,Romance,2002,162
Tim Burton,Misión Imposible 96,Acción,1969,131
Stanley Kubrick,El Misterio 35,Ciencia Ficción,2005,169
Tim Burton,El Misterio 100,Comedia,2008,170
Quentin Tarantino,Horizonte Final 42,Acción,1990,161
Quentin Tarantino,La Aventura Perdida 73,Drama,1998,95
David Fincher,El Misterio 13,Drama,2020,162
Tim Burton,Más Allá del Tiempo 97,Comedia,1987,174
Ridley Scott,Misión Imposible 65,Acción,1961,120
Stanley Kubrick,Sueños de Libertad 57,Ciencia Ficción,2021,112
Alfred Hitchcock,Sueños de Libertad 52,Acción,2022,162
Steven Spielberg,En la Sombra 86,Fantasía,2016,133
Christopher Nolan,La Aventura Perdida 94,Ciencia Ficción,1998,112
Alfred Hitchcock,En la Sombra 73,Romance,2015,96
Christopher Nolan,El Regreso 1,Fantasía,2004,171
Steven Spielberg,La Aventura Perdida 59,Suspenso,2014,169
Tim Burton,Más Allá del Tiempo 62,Drama,1954,127
Quentin Tarantino,El Misterio 30,Acción,1990,90
Tim Burton,Horizonte Final 79,Aventura,1951,135
Steven Spielberg,Más Allá del Tiempo 35,Acción,2007,135
James Cameron,Secretos Oscuros 61,Drama,1974,112
James Cameron,La Aventura Perdida 57,Documental,2011,171
Ridley Scott,La Aventura Perdida 10,Romance,2018,87
Martin Scorsese,La Aventura Perdida 12,Comedia,1959,178
James Cameron,El Misterio 65,Ciencia Ficción,2022,83
Alfred Hitchcock,La Aventura Perdida 41,Romance,1975,138
Tim Burton,Misión Imposible 33,Drama,1994,170
Tim Burton,Secretos Oscuros 63,Romance,2008,141
Alfred Hitchcock,Más Allá del Tiempo 72,Terror,1974,91
Steven Spielberg,En la Sombra 22,Fantasía,1972,129
Ridley Scott,En la Sombra 48,Terror,2011,81
Alfred Hitchcock,Guerra de Mundos 75,Ciencia Ficción,1986,136
Alfred Hitchcock,Sueños de Libertad 27,Ciencia Ficción,1985,150
Christopher Nolan,Sueños de Libertad 31,Acción,2006,165
Quentin Tarantino,El Misterio 97,Fantasía,2020,150
Stanley Kubrick,En la Sombra 43,Drama,2015,142
Christopher Nolan,La Aventura Perdida 44,Documental,2001,147
David Fincher,Misión Imposible 96,Suspenso,2001,131
David Fincher,El Regreso 18,Drama,2011,86
Steven Spielberg,La Aventura Perdida 39,Suspenso,1978,86
James Cameron,El Regreso 95,Romance,1991,174
David Fincher,Secretos Oscuros 81,Romance,1961,130
Alfred Hitchcock,Secretos Oscuros 55,Comedia,1997,88
Tim Burton,La Aventura Perdida 36,Comedia,2022,109
James Cameron,Guerra de Mundos 22,Aventura,2014,103
Quentin Tarantino,El Misterio 28,Drama,2003,129
Quentin Tarantino,Sueños de Libertad 67,Romance,1966,95
Quentin Tarantino,Horizonte Final 7,Comedia,2017,172
Martin Scorsese,Guerra de Mundos 35,Acción,1953,96
Tim Burton,Horizonte Final 85,Fantasía,2022,81
Stanley Kubrick,La Aventura Perdida 41,Documental,1989,122
Steven Spielberg,En la Sombra 38,Comedia,2014,129
Christopher Nolan,La Aventura Perdida 92,Fantasía,1986,97
Martin Scorsese,Misión Imposible 35,Comedia,1983,169
Martin Scorsese,La Aventura Perdida 100,Romance,1979,88
Stanley Kubrick,El Misterio 48,Comedia,1990,173
Tim Burton,Sueños de Libertad 14,Romance,1986,129
Stanley Kubrick,Misión Imposible 9,Aventura,1989,162
Alfred Hitchcock,En la Sombra 69,Terror,2008,148
Stanley Kubrick,Guerra de Mundos 19,Terror,1994,153
Tim Burton,En la Sombra 1,Aventura,1983,97
Quentin Tarantino,Misión Imposible 20,Terror,1985,158
Quentin Tarantino,El Regreso 11,Suspenso,1980,126
Alfred Hitchcock,El Misterio 94,Documental,1991,90
Quentin Tarantino,En la Sombra 39,Suspenso,1953,112
Ridley Scott,La Aventura Perdida 62,Aventura,2020,122
Quentin Tarantino,Guerra de Mundos 19,Acción,1965,164
Quentin Tarantino,El Misterio 5,Ciencia Ficción,1981,162
Martin Scorsese,El Regreso 92,Romance,1989,164
Alfred Hitchcock,Sueños de Libertad 11,Acción,1954,147
James Cameron,Sueños de Libertad 52,Terror,2001,115
Quentin Tarantino,El Regreso 61,Terror,2001,144
Alfred Hitchcock,El Misterio 87,Suspenso,1950,114
Ridley Scott,Misión Imposible 82,Aventura,1964,152
Ridley Scott,El Misterio 80,Drama,2016,169
Steven Spielberg,Horizonte Final 24,Comedia,1966,157
Martin Scorsese,El Misterio 40,Drama,2007,117
James Cameron,Guerra de Mundos 58,Aventura,1956,130
Steven Spielberg,El Regreso 53,Acción,2011,174
Christopher Nolan,Guerra de Mundos 51,Acción,2002,167
Christopher Nolan,Secretos Oscuros 61,Documental,1987,151
Christopher Nolan,El Regreso 5,Fantasía,2022,133
Ridley Scott,Guerra de Mundos 16,Aventura,1987,105
Alfred Hitchcock,El Regreso 14,Drama,1971,148
Martin Scorsese,Más Allá del Tiempo 80,Romance,1990,124
Alfred Hitchcock,El Misterio 37,Fantasía,1966,174
Stanley Kubrick,Secretos Oscuros 46,Comedia,2015,83
Christopher Nolan,Horizonte Final 62,Acción,1976,140
James Cameron,Sueños de Libertad 41,Drama,1957,110
Martin Scorsese,El Misterio 61,Suspenso,1993,150
Quentin Tarantino,El Misterio 56,Comedia,1974,134
Alfred Hitchcock,El Misterio 52,Drama,1958,120
Ridley Scott,Más Allá del Tiempo 92,Comedia,1981,105
Christopher Nolan,Más Allá del Tiempo 55,Suspenso,1969,101
Tim Burton,Sueños de Libertad 31,Terror,1963,116
Quentin Tarantino,La Aventura Perdida 68,Acción,1988,100
Stanley Kubrick,Secretos Oscuros 73,Drama,2016,114
David Fincher,El Misterio 86,Acción,1965,155
Alfred Hitchcock,Secretos Oscuros 32,Suspenso,1982,133
Steven Spielberg,La Aventura Perdida 88,Comedia,1966,95
David Fincher,El Regreso 65,Suspenso,2007,175
Tim Burton,Sueños de Libertad 88,Suspenso,1967,151
Martin Scorsese,Guerra de Mundos 63,Comedia,1956,172
James Cameron,El Misterio 78,Fantasía,1995,148
Stanley Kubrick,La Aventura Perdida 30,Romance,2020,173
Christopher Nolan,En la Sombra 98,Aventura,1995,152
Quentin Tarantino,Sueños de Libertad 19,Ciencia Ficción,1951,162
Martin Scorsese,La Aventura Perdida 82,Comedia,1981,117
Ridley Scott,Horizonte Final 30,Ciencia Ficción,1960,113
Alfred Hitchcock,El Regreso 12,Drama,2000,140
Ridley Scott,Más Allá del Tiempo 53,Comedia,1987,173
Ridley Scott,El Misterio 45,Documental,1987,147
James Cameron,Secretos Oscuros 26,Drama,2010,124
David Fincher,Guerra de Mundos 32,Terror,1952,117
Alfred Hitchcock,La Aventura Perdida 5,Terror,2003,142
David Fincher,Secretos Oscuros 95,Suspenso,1950,126
Ridley Scott,Misión Imposible 29,Ciencia Ficción,1991,98
Quentin Tarantino,Misión Imposible 57,Terror,1963,101
Steven Spielberg,En la Sombra 20,Drama,2012,142
Christopher Nolan,Horizonte Final 93,Suspenso,1994,98
Quentin Tarantino,La Aventura Perdida 65,Ciencia Ficción,1974,166
Quentin Tarantino,La Aventura Perdida 76,Aventura,1981,156
Tim Burton,En la Sombra 95,Romance,1963,94
Steven Spielberg,El Misterio 83,Romance,1998,146
Martin Scorsese,Sueños de Libertad 25,Suspenso,2006,112
Stanley Kubrick,El Misterio 26,Ciencia Ficción,2019,120
Steven Spielberg,Misión Imposible 97,Comedia,2005,155
Steven Spielberg,El Misterio 91,Drama,1999,165
Ridley Scott,Sueños de Libertad 42,Drama,1953,143
James Cameron,Sueños de Libertad 45,Terror,1986,85
Ridley Scott,La Aventura Perdida 69,Acción,1990,143
Christopher Nolan,Misión Imposible 9,Comedia,1969,159
Steven Spielberg,La Aventura Perdida 81,Suspenso,1965,122
Stanley Kubrick,En la Sombra 60,Terror,1985,154
Ridley Scott,En la Sombra 17,Acción,2009,167
Stanley Kubrick,Misión Imposible 72,Ciencia Ficción,2002,89
Tim Burton,Sueños de Libertad 86,Terror,1979,116
James Cameron,Sueños de Libertad 71,Comedia,1978,162
Quentin Tarantino,El Regreso 90,Romance,1952,102
Alfred Hitchcock,Más Allá del Tiempo 46,Ciencia Ficción,1991,110
Alfred Hitchcock,En la Sombra 35,Comedia,1979,88
Steven Spielberg,La Aventura Perdida 7,Romance,1997,115
James Cameron,El Regreso 35,Fantasía,2009,90
David Fincher,El Regreso 96,Documental,1996,173
James Cameron,La Aventura Perdida 99,Acción,2003,153
Steven Spielberg,Secretos Oscuros 66,Drama,1994,83
James Cameron,Horizonte Final 98,Suspenso,1976,100
Christopher Nolan,En la Sombra 17,Ciencia Ficción,2012,108
Quentin Tarantino,El Regreso 60,Romance,1968,132
David Fincher,Horizonte Final 96,Documental,1972,157
Stanley Kubrick,La Aventura Perdida 47,Aventura,2005,166
Christopher Nolan,El Regreso 78,Documental,1983,104
Christopher Nolan,El Regreso 25,Comedia,1975,166
James Cameron,Secretos Oscuros 87,Romance,1988,83
Martin Scorsese,Más Allá del Tiempo 34,Drama,2020,145
James Cameron,El Regreso 40,Suspenso,2007,96
Ridley Scott,El Misterio 15,Documental,1961,155
Steven Spielberg,Sueños de Libertad 40,Fantasía,1968,93
Christopher Nolan,Misión Imposible 41,Aventura,1954,116
Steven Spielberg,Misión Imposible 95,Ciencia Ficción,1951,84
Tim Burton,Guerra de Mundos 49,Fantasía,2018,132
Stanley Kubrick,Más Allá del Tiempo 70,Documental,2004,94
David Fincher,Sueños de Libertad 14,Suspenso,1950,113
Steven Spielberg,Misión Imposible 7,Comedia,1998,131
Steven Spielberg,Sueños de Libertad 2,Terror,1996,116
Ridley Scott,Horizonte Final 87,Acción,2013,179
Ridley Scott,En la Sombra 58,Comedia,1971,171
David Fincher,Sueños de Libertad 57,Suspenso,1957,121
Christopher Nolan,Secretos Oscuros 71,Terror,1991,154
James Cameron,Secretos Oscuros 18,Fantasía,1952,123
Alfred Hitchcock,Horizonte Final 60,Romance,2021,89
James Cameron,El Misterio 98,Romance,2010,163
Alfred Hitchcock,Más Allá del Tiempo 30,Romance,2019,151
Quentin Tarantino,Horizonte Final 24,Aventura,2007,120
Quentin Tarantino,Misión Imposible 74,Drama,1990,137
David Fincher,La Aventura Perdida 27,Fantasía,1994,92
Christopher Nolan,Guerra de Mundos 23,Drama,2016,167
